schl_nr,lemma,stadtteile,strassenklasse,namensgruppe,verweis_auf,buchseite,status
01850,Kurfürstenstraße,Südostviertel,Landstraße,Lagebezeichnung,Hohenzollernstraße,213,automatisch
01143,Kurt-Jooss-Straße,Westviertel,Gemeindestraße,"Person, Mann, Deutscher, Professor , Choreograph, Tanzpädagoge",,213,automatisch
00581,Kurt-Schumacher-Brücke,Steele; Überruhr-Hinsel,Landstraße,"Person, Mann, Deutscher, Politiker",,213,automatisch
01852,Kurze Straße,Schonnebeck,Gemeindestraße,Lagebezeichnung,,213,automatisch
01853,Kutschenweg,Heidhausen,Gemeindestraße,Lagebezeichnung,,213,automatisch
01854,Kyffhäuserstaße,Stoppenberg,Gemeindestraße,Stadt und Ort,,213,automatisch
02036,Laaksweg,Frintrop,Gemeindestraße,Familienname,,214,automatisch
01890,Laarmannstraße,Bedingrade; Borbeck-Mitte,Gemeindestraße,"Person, Mann, Deutscher, Jurist, Stadtverordneter",,214,automatisch
02026,Labberg,Bedingrade,Gemeindestraße,Flurname,,214,automatisch
02030,Labberghang,Bedingrade,Gemeindestraße,Flurname,,214,automatisch
03708,Laddringsweg,Kettwig,Gemeindestraße,Volksmund,,214,automatisch
01891,Ladenspelderstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Kupferstecher, Malerviertel- Holsterhausen",,214,automatisch
01892,Lahnbeckestraße,Leithe,Gemeindestraße,"Gewässer, Flurname",,214,automatisch
03709,Lahnstraße,Kettwig,Gemeindestraße,Gewässer,,214,automatisch
01893,Lambertstraße,Rüttenscheid,Gemeindestraße,Männlicher Vorname,,214,automatisch
01894,Lampferhofstraße,Altenessen-Süd,Gemeindestraße,Kotten,,214,automatisch
03710,Landsberger Straße,Kettwig,Gemeindestraße,Stadt und Ort,,214,automatisch
01896,Landsberghof,Frillendorf,Gemeindestraße,Hofname,,215,automatisch
01897,Landschede,Schonnebeck,Gemeindestraße,Stadt und Ort,,215,automatisch
01898,Landwehr,Heidhausen,Gemeindestraße,Lagebezeichnung,,215,automatisch
01899,Lanfermannfähre,Heisingen,Gemeindestraße,Essener Geschichte und Ortlichkeit,,215,automatisch
01908,Lange Straße,Leithe,Gemeindestraße,Hofname,,215,automatisch
01900,Langeheide,Heidhausen,Gemeindestraße,Flurname,,215,automatisch
01901,Langemarckstraße,Frillendorf; Schonnebeck; Stoppenberg,Hauptstraße,"Stadt und Ort, Kriegserinnerung",,215,automatisch
01902,Langenbeckstraße,Holsterhausen; Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Mediziner, Hochschullehrer",,215,automatisch
01903,Langenberger Straße,Überruhr-Hinsel; Überruhr-Holthausen; Byfang,Landstraße,Stadt und Ort,,215,automatisch
00528,Langenbrahmstraße,Rüttenscheid,Gemeindestraße,Bergbau,,215,unsicher
01905,Langenhorster Wald,Heidhausen,Gemeindestraße,Flurname,,216,automatisch
01906,Langenkämperweg,Frohnhausen,Gemeindestraße,Kotten,,216,automatisch
02041,Langenkamp,Frohnhausen,Gemeindestraße,Kotten,Langenkämperweg,216,automatisch
01907,Langensalzastraße,Huttrop,Gemeindestraße,"Kriegserinnerung, Stadt und Ort",,216,automatisch
02032,Langeoogweg,Margarethenhöhe,Gemeindestraße,Insel,,216,automatisch
01909,Langfuhrer Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,216,automatisch
01910,Langhölterweg,Deilwig,Gemeindestraße,Flurname,,216,automatisch
01911,Langmannskamp,Steele,Gemeindestraße,Flurname,,216,automatisch
01912,Lanterstraße,Huttrop; Bergerhausen,Gemeindestraße,Flurname,,216,automatisch
01913,Lattenkamp,Katernberg,Gemeindestraße,Hofname,,216,automatisch
01914,Laubenhof,Altenessen-Süd,Gemeindestraße,Hofname,,217,automatisch
01917,Laubenweg,Margarethenhöhe,Gemeindestraße,Botanik,,217,automatisch
01918,Laubrockweg,Überruhr- Holthausen,Gemeindestraße,Familienname,,217,automatisch
01919,Lauenbüschken,Stoppenberg,Gemeindestraße,Flurname,,217,automatisch
01920,Lauensteinstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen",,217,automatisch
03711,Te Laupendahler Höhe,Kettwig,Gemeindestraße,Stadt und Ort,Laupendahler Landstraße,217,automatisch
01921,Laupendahler Landstraße,Kettwig; Heidhausen; Werden,Landstraße,Stadt und Ort,,217,automatisch
02037,Lauraberg,Burgaltendorf,Gemeindestraße,Bergbau,Laurastraße,217,automatisch
02031,Laurahöhe,Burgaltendorf,Gemeindestraße,Bergbau,Laurastraße,217,automatisch
01922,Laurastraße,Burgaltendorf,Gemeindestraße,Bergbau,,217,automatisch
01923,Laurentiusberg,Steele,Gemeindestraße,Kirche und Kloster,Laurentiusweg,217,automatisch
01924,Laurentiusweg,Huttrop; Steele,Gemeindestraße,Kirche und Kloster,,217,automatisch
03716,Lauterweg,Kettwig,Gemeindestraße,Gewässer,,218,automatisch
01925,Lautstraße,Schönebeck,Gemeindestraße,Lagebezeichnung,,218,automatisch
01926,Pa Lazarettstraße,Westviertel,Gemeindestraße,Essener Geschichte und Örtlichkeit,,218,automatisch
01927,Leanderbank,Fischlaken,Gemeindestraße,Bergbau,,218,automatisch
02040,Leggewiestraße,Schönebeck,Gemeindestraße,Kotten,,218,automatisch
01928,Legrandallee,Bochold,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer",,218,automatisch
01929,Lehmanns Brink,Überruhr- Hinsel,Gemeindestraße,Flurname,,218,automatisch
01930,Lehnhäuserweg,Steele,Gemeindestraße,"Person, Mann, Deutscher, Lehrer",,219,automatisch
01931,Lehnsgrund,Margarethenhöhe,Gemeindestraße,Hofname,,219,automatisch
01932,Lehrstraße,Bochold,Gemeindestraße,Lagebezeichnung,,219,automatisch
02025,Leibergweg,Kupferdreh,Gemeindestraße,Kotten,,219,automatisch
03714,Leibnizstraße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Philosoph, Wissenschaftler, Mathematiker, Diplomat, Physiker, Historiker, Politiker, Bibliothekar",,219,automatisch
01934,Leimgardtsfeld,Borbeck- Mitte; Bergeborbeck,Landstraße,Essener Geschichte und Örtlichkeit,,219,automatisch
02029,Leimkugelstraße,Nordviertel,Gemeindestraße,"Person, Mann, Deutscher, Apotheker, Ballonfahrer, Stadtverordneter",,219,automatisch
01935,Leinestraße,Bergerhausen,Gemeindestraße,Gewässer,,219,automatisch
01936,Leinwebergasse,Werden,Gemeindestraße,Stadt und Ort,,219,automatisch
01937,Leinwebermarkt,Werden,Gemeindestraße,"Stadt und Ort, Platz",,219,automatisch
02035,Leipoldtstraße,Altenessen- Süd,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer",,220,automatisch
01938,Leipziger Straße,Frohnhausen,Landstraße,Stadt und Ort,,220,automatisch
01939,Leisers Feld,Frohnhausen,Gemeindestraße,Lagebezeichnung,,220,automatisch
01940,Leither Straße,Kray,Gemeindestraße,Stadt und Ort,,220,automatisch
01941,Lelei,Heisingen,Gemeindestraße,Flurname,,220,automatisch
01952,Lenaustraße,Südviertel,Gemeindestraße,"Person, Mann, Österreicher, Schriftsteller, Dichter",,220,automatisch
01942,Lenbachstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen",,220,automatisch
01943,Lennestraße,Bergerhausen,Gemeindestraße,Gewässer,,220,automatisch
01944,Lentorfstraße,Leithe,Gemeindestraße,Hofname,,220,unsicher
01945,Leonhardstraße,Stoppenberg,Gemeindestraße,"Person, Mann, Deutscher, Mediziner, Siedlung",,220,automatisch
01946,Leoplatz,Frintrop,Gemeindestraße,"Lagebezeichnung, Platz",,220,automatisch
00960,Leopold-Simon-Straße,Werden,Gemeindestraße,"Person, Mann, Deutscher, Unternehmer, Stadtverordneter",,220,automatisch
01947,Leopoldstraße,Südostviertel,Gemeindestraße,"Person, Mann, Österreicher, Kaiser",,220,automatisch
01948,Leostraße,Frintrop,Gemeindestraße,Lagebezeichnung,Leoplatz,220,automatisch
01949,Lepsiusweg,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Agyptologe, Sprachforscher, Bibliothekar",,221,automatisch
01950,Lerchenstraße,Bredeney; Stadtwald,Landstraße,Zoologie,,221,automatisch
01951,Leseband,Katernberg,Gemeindestraße,Bergbau,,221,automatisch
03715,Lessingstraße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Dichter",,221,automatisch
01953,Leth,Kupferdreh,Gemeindestraße,"Flurname, Kotten",,221,automatisch
02043,Leuschnerweg,Horst,Gemeindestraße,"Person, Mann, Deutscher, Widerstandskämpfer",,221,automatisch
01954,Leveringstraße,Stadtwald,Gemeindestraße,Hofname,,221,automatisch
01955,Levinstraße,Borbeck-Mitte; Deliwig; Gerschede,Gemeindestraße,Bergbau,,221,automatisch
01956,Lewafeld,Bedingrade,Gemeindestraße,Industrie und Wirtschaft,,222,automatisch
01957,Liafburgastraße,Rellinghausen,Gemeindestraße,"Bergbau, Weiblicher Vorname",,222,automatisch
01958,Liboristraße,Katernberg,Gemeindestraße,"Person, Mann, Franzose, Bischof, Heiliger",,222,automatisch
01959,Lichtenhorst,Vogelheim,Gemeindestraße,Flurname,,222,automatisch
01960,Lichterweg,Altendorf,Gemeindestraße,Bergbau,,222,automatisch
01961,Lichtstraße,Westviertel,Gemeindestraße,Industrie und Wirtschaft,,222,automatisch
01962,Liebigstraße,Frohnhausen; Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Chemiker",,222,automatisch
01915,Liebrechtstraße,Überruhr- Hinsel,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann",,222,automatisch
00536,Liedtkeweg,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Gastwirt, Beigeordneter",,222,automatisch
01963,Lierfeldstraße,Altenessen- Süd,Landstraße,Flurname,,222,automatisch
02507,Lierweg,Bergeborbeck,Gemeindestraße,Stadt und Ort,,222,automatisch
01964,Liesenkotten,Schönebeck,Gemeindestraße,Kotten,Ardelhütte,222,automatisch
01965,Lieversbank,Kray,Gemeindestraße,Bergbau,,222,automatisch
01966,Ligusterweg,Schuir,Gemeindestraße,Botanik,,222,automatisch
01967,Lilieneronstraße,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Lyriker, Bühnenautor",,222,automatisch
01968,Lilienstraße,Bredeney,Gemeindestraße,Botanik,Baumblüte,223,unsicher
01969,Lilienthalstraße,Haarzopf,Landstraße,"Person, Mann, Deutscher, Ingenieur, Industrieller, Luftfahrtpionier",,223,automatisch
01970,Limbecker Platz,Stadtkern; Westviertel,Landstraße,"Essener Geschichte und Ortlichkeit, Platz",,223,automatisch
01971,Limbecker Straße,Stadtkern,Gemeindestraße,Essener Geschichte und Ortlichkeit,,223,unsicher
02038,Lindauhöhe,Heisingen,Gemeindestraße,Flurname,,223,automatisch
02039,Lindauweg,Heisingen,Gemeindestraße,Flurname,Lindauhöhe,223,automatisch
01972,Lindemannshofstraße,Schonnebeck,Gemeindestraße,Hofname,,223,automatisch
01973,Lindenallee,Stadtkern,Gemeindestraße,Essener Geschichte und Örtlichkeit,Akazienallee,223,automatisch
01974,Lindenbergstraße,Kray,Gemeindestraße,"Person, Mann, Deutscher, Direktor, Siedlung",,223,automatisch
01975,Lindkensfeld,Horst,Gemeindestraße,Flurname,,223,automatisch
01976,Lindkenshofer Weg,Horst,Gemeindestraße,Hofname,,223,automatisch
01977,Lindnerplatz,Borbeck- Mitte,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter, Siedlung, Platz",,223,automatisch
01978,Linhöferberg,Heisingen,Gemeindestraße,Hofname,,223,automatisch
01979,Linnekeskamp,Stoppenberg,Gemeindestraße,Flurname,,224,automatisch
01980,Lionweg,Bergerhausen,Gemeindestraße,"Person, Mann, Deutscher, Pädagoge, Sportpionier",,224,automatisch
01981,Lippermannweg,Karnap,Gemeindestraße,Hofname,,224,automatisch
01982,Lirichblick,Bedingrade,Gemeindestraße,Stadt und Ort,,224,automatisch
03271,Lise-Meitner-Straße,Frohnhausen; Holsterhausen,Gemeindestraße,"Person, Frau, Österreicherin, Schwedin, Physikerin",,224,automatisch
01983,Listerstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Engländer, Mediziner",,224,automatisch
01984,Litterode,Leithe,Gemeindestraße,Flurname,,224,automatisch
01985,Lockstraße,Schönebeck,Gemeindestraße,Geologie,,224,automatisch
01986,Löbberthang,Bergerhausen,Gemeindestraße,Hofname,,224,automatisch
01987,Lönsberg,Bergerhausen; Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Journalist, Schriftsteller",,224,automatisch
01988,Loerbroksstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Jurist, Stadtverordneter, Siedlung",,224,automatisch
01989,Löskenweg,Stoppenberg,Gemeindestraße,Flurname,,224,automatisch
01605,Loewensteinstraße,Borbeck- Mitte,Gemeindestraße,Familienname,,224,automatisch
01990,Logenstraße,Stadtkern,Gemeindestraße,Essener Geschichte und Örtlichkeit,,225,automatisch
01991,Lohbergweg,Kray,Gemeindestraße,Bergbau,,225,automatisch
01992,Lohdiekweg,Steele; Kray,Gemeindestraße,Geologie,,225,automatisch
01993,Lohmanns Kamp,Bedingrade,Gemeindestraße,Hofname,,225,automatisch
01994,Lohmühlental,Steele; Kray,Gemeindestraße,Mühle,,225,unsicher
01996,Lohstraße,Bedingrade,Gemeindestraße,Hofname,,225,automatisch
01997,Lohwiese,Karnap,Gemeindestraße,Flurname,,225,automatisch
01998,Lommenweg,Stoppenberg,Gemeindestraße,Familienname,,225,automatisch
01999,Lorsbachstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Direktor, Kruppscher Beamter",,225,automatisch
02000,Lortzingstraße,Südviertel,Gemeindestraße,"Person, Mann, Deutscher, Komponist, Librettist, Schauspieler, Sänger, Dirigent",,225,automatisch
02034,Loskamp,Altenessen-Nord,Gemeindestraße,Flurname,,225,automatisch
02001,Lotharstraße,Rüttenscheid,Gemeindestraße,Männlicher Vorname,,225,automatisch
02002,Lothringenstraße,Heisingen,Gemeindestraße,Stadt und Ort,Elsaßstraße,225,automatisch
01916,Lothumweg,Kupferdreh,Gemeindestraße,"Person, Mann, Deutscher, Jurist",,225,automatisch
02003,Ludgerusstraße,Werden,Gemeindestraße,"Person, Mann, Niederländer, Missionar, Bischof",,226,automatisch
02004,Ludscheidtstraße,Fischlaken; Kupferdreh,Gemeindestraße,Hofname,,226,automatisch
02005,Ludwigstraße,Werden,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeister",,226,automatisch
02006,Lübecker Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,226,automatisch
02007,Lüderitzwiese,Karnap,Gemeindestraße,"Person, Mann, Deutscher, Kolonialpionier",,226,automatisch
02008,Luegstraße,Huttrop,Gemeindestraße,Hofname,,226,automatisch
02009,Lührmannstraße,Rüttenscheid; Margarethenhöhe,Gemeindestraße,"Person, Mann, Deutscher, Mäzen",,226,automatisch
02010,Lührmannwald,Rüttenscheid; Margarethenhöhe,Gemeindestraße,"Person, Mann, Deutscher, Mäzen",,226,automatisch
02012,Lüneburger Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,226,automatisch
02028,Lüningshove,Frillendorf,Gemeindestraße,"Flurname, Hofname",,226,automatisch
02013,Lünschermannborn,Karnap,Gemeindestraße,Lagebezeichnung,,227,automatisch
02033,Lürshöhe,Fischlaken,Gemeindestraße,Volkstum,Ludgerusstraße,227,automatisch
02014,Lürsweg,Fischlaken,Gemeindestraße,Volkstum,Ludgerusstraße,227,automatisch
02015,Lüschershofstraße,Bergeborbeck,Gemeindestraße,Kotten,,227,automatisch
02016,Lütkenbrauk,Vogelheim,Gemeindestraße,Flurname,,227,automatisch
02017,Lützowstraße,Nordviertel,Gemeindestraße,"Person, Mann, Deutscher, Offizier, Kriegserinnerung",,227,automatisch
02019,Lunemannsiepen,Kray,Gemeindestraße,Flurname,,227,automatisch
02020,Lunerkamp,Frillendorf,Gemeindestraße,Flurname,,227,automatisch
02042,Lunkegarten,Überruhr- Holthausen,Gemeindestraße,Flurname,,227,automatisch
02027,Luppostraße,Überruhr- Hinsel,Gemeindestraße,"Person, Mann, Deutscher",,227,automatisch
02021,Luthestraße,Dellwig,Gemeindestraße,Hofname,,227,automatisch
02022,Lutterbecks Busch,Schuir,Gemeindestraße,Flurname,,227,automatisch
02023,ch - Hof Lutterbeck Luziusstroße - Luciuskirche Luziusstraße,Werden,Gemeindestraße,Kirche und Kloster,,227,unsicher
02024,Lydiastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,228,automatisch
01995,Lysegang,Ostviertel,Gemeindestraße,Hofname,,228,automatisch
02060,Maasstraße,Fischlaken,Gemeindestraße,Hofname,,228,automatisch
02062,Mählerweg,Huttrop; Steele,Gemeindestraße,"Person, Mann, Deutscher, Bürger",,228,automatisch
02061,Märkische Straße,Freisenbruch,Gemeindestraße,Stadt und Ort,,229,automatisch
02063,Magdalenenstraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,229,automatisch
02064,Magdeburger Knie,Frohnhausen,Gemeindestraße,Stadt und Ort,,229,automatisch
02065,Mahlstraße,Bochold,Gemeindestraße,Mühle,,229,automatisch
03717,Mainstraße,Kettwig,Gemeindestraße,Gewässer,,229,automatisch
02067,Mainzer Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,229,automatisch
02068,Mallinckrodtplatz,Altenessen-Nord,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann, Industrieller, Platz",,229,automatisch
02069,Mallinckrodtstraße,Altenessen-Nord,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann, Industrieller",Mallinckrodtplatz,229,automatisch
02071,Malvenhang,Bredeney,Gemeindestraße,Botanik,Baumblüte,229,automatisch
03283,Malzweg,Schönebeck,Gemeindestraße,"Botanik, Getreide",,229,automatisch
02191,Manderscheidtstraße,Frillendorf; Stoppenberg,Gemeindestraße,Familienname,,229,automatisch
02072,Manfredstraße,Rüttenscheid,Gemeindestraße,Männlicher Vorname,,229,automatisch
02073,Mannesstraße,Karnap,Gemeindestraße,"Person, Mann, Deutscher, Schankwirt, Volksmund",,229,automatisch
02074,Manteuffelstraße,Südostviertel,Gemeindestraße,"Person, Mann, Deutscher, Generalfeldmarschall, Kriegserinnerung",,229,automatisch
02075,Margaretenstraße,Holsterhausen; Frohnhausen,Gemeindestraße,"Person, Frau, Deutsche, Familie Krupp, Ehrenbürgerin",,230,automatisch
02076,Kruppsche Margrefstraße,Fischlaken,Gemeindestraße,Hofname,,230,automatisch
03280,Maria-Berns-Straße,Altenessen-Nord,Gemeindestraße,"Person, Frau, Deutsche, Politikerin",,230,automatisch
02044,Mariannenbahn,Horst,Gemeindestraße,Bergbau,,230,automatisch
00959,Maria-Weber-Weg,Katernberg,Gemeindestraße,"Person, Frau, Deutsche, Gewerkschafterin",,230,automatisch
00578,Marie-Juchacz-Straße,Überruhr-Hinsel,Landstraße,"Person, Frau, Deutsche, Politikerin, Begründerin der Arbeiterwohlfahrt",,230,automatisch
02192,Marienberghang,Kupferdreh,Gemeindestraße,Nummerierungsbezirk,Marienbergstraße,230,automatisch
02078,Marienbergstraße,Kupferdreh,Gemeindestraße,Nummerierungsbezirk,,230,automatisch
02079,Mariengarten,Karnap,Gemeindestraße,Kirche und Kloster,,230,automatisch
02080,Markt - Markt mit altem Rathaus Marienstraße,Kray,Gemeindestraße,"Person, Frau, Deutsche",,231,unsicher
02082,Markgrafenstraße,Südostviertel,Autobahn; Gemeindestraße,Adelstand,Hohenzollernstraße,231,automatisch
02083,Markscheide,Altendorf,Gemeindestraße,Essener Geschichte und Örtlichkeit,,231,automatisch
02084,Markt,Stadtkern,Gemeindestraße,Essener Geschichte und Ortlichkeit,,231,automatisch
02090,Marktstraße,Borbeck-Mitte; Bergeborbeck,Gemeindestraße,Lagebezeichnung,,231,automatisch
02085,Markuspfad,Bredeney,Gemeindestraße,Flurname,,231,automatisch
02185,Marsweg,Überruhr-Hinsel,Gemeindestraße,Planet,,231,automatisch
02087,Marthastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,231,automatisch
00719,Martin-Kremmer-Straße,Stoppenberg,Gemeindestraße,"Person, Mann, Deutscher, Architekt",,231,automatisch
03718,Martin-Luther-Platz,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Reformator, Platz",,232,automatisch
02088,Martin-Luther-Straße,Frohnhausen; Holsterhausen,Hauptstraße,"Person, Mann, Deutscher, Reformator",,232,automatisch
02089,Martinstraße,Rüttenscheid,Landstraße,Männlicher Vorname,,232,automatisch
03286,Martin-Vollmar-Straße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer, (",,232,unsicher
02091,Maßmannweg,Bergerhausen,Gemeindestraße,"Person, Mann, Deutscher, Hochschullehrer, Kulturwissenschaftler",,232,automatisch
02531,Mathiashof,Stoppenberg,Gemeindestraße,Männlicher Vorname,,232,automatisch
02133,Mathilde-Kaiser-Straße,Huttrop,Gemeindestraße,"Person, Frau, Deutsche, Politikerin",,232,automatisch
02092,Mathildenstraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,232,automatisch
02093,Matthäuskirchstraße,Bochold,Gemeindestraße,Kirche und Kloster,,232,automatisch
02094,Mattheyweg,Stadtwald; Rellinghausen,Gemeindestraße,"Person, Mann, Deutscher, Landgeometer",,232,automatisch
02095,Matthias-Erzberger-Straße,Schonnebeck,Kreisstraße,"Person, Mann, Deutscher, Politiker",,232,automatisch
03282,Matthias-Lambertz-Weg,Dellwig,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer",,233,automatisch
02098,Mausegattstraße,Rellinghausen,Gemeindestraße,Bergbau,,233,automatisch
02099,Max-Dreger-Weg,Stadtwald,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter, Siedlung",,233,automatisch
02100,Max-Fiedler-Straße,Südviertel,Gemeindestraße,"Person, Mann, Deutscher, Dirigent, Komponist, Pianist",,233,automatisch
01645,Max-Keith-Straße,Bergerhausen,Gemeindestraße,"Person, Mann, Deutscher, Unternehmer",,233,automatisch
02101,Max-Reger-Straße,Südviertel,Gemeindestraße,"Person, Mann, Deutscher, Musiker, Komponist",,233,automatisch
02102,Maxstraße,Stadtkern; Westviertel,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann, Essener Geschichte und Ortlichkeit",,233,automatisch
02103,Maybachstraße,Bredeney,Gemeindestraße,"Person, Mann, Deutscher, Kraftwagenkonstrukteur",,233,unsicher
02104,Mayskamp,Bedingrade; Gerschede,Gemeindestraße,Flurname,,233,automatisch
02105,Mechtenbergstraße,Kray,Gemeindestraße,"Hofname, Flurname",,233,automatisch
02106,Mechtildisstraße,Stadtkern,Gemeindestraße,"Person, Frau, Deutsche, Äbtissin, Essener Geschichte und Örtlichkeit",,234,automatisch
02180,Meckenstocker Höfe,Bredeney,Gemeindestraße,Hofname,,234,automatisch
02107,Meckenstocker Weg,Bredeney,Gemeindestraße,Hofname,,234,automatisch
02108,Mecklenbecksweg,Fulerum,Gemeindestraße,"Person, Mann, Deutscher, Ackerwirt",,234,automatisch
02183,Mecklingsbank,Horst,Gemeindestraße,Bergbau,Zeche Eiberg,234,automatisch
02109,Meerbeckshofstraße,Stoppenberg,Gemeindestraße,Hofname,,234,automatisch
02110,Meerbruchstraße,Katernberg,Gemeindestraße,Gemeinheit,,234,automatisch
02187,Meerkamp,Katernberg,Gemeindestraße,Kotten,,235,automatisch
02111,Meersternweg,Karnap,Gemeindestraße,Kirche und Kloster,Mariengarten,235,automatisch
02112,Meinertstraße,Altenessen- Süd,Gemeindestraße,Kotten,,235,automatisch
02113,Meisenburgstraße,Schuir; Bredeney; Kettwig,Landstraße,"Flurname, Familienname",,235,automatisch
02194,Meisenweg,Burgaltendorf,Gemeindestraße,Zoologie,,235,automatisch
02114,Meißelstraße,Nordviertel,Gemeindestraße,Industrie und Wirtschaft,,235,automatisch
02115,Meißener Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,235,automatisch
02181,Meistersingerstraße,Kray; Leithe,Gemeindestraße,Meistersinger,,235,automatisch
03719,Meistersweg,Kettwig,Gemeindestraße,Lagebezeichnung,,235,automatisch
02116,Melanchthonstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Philologe, Philosoph, Humanist, Theologe, Reformator",,235,automatisch
02117,Mellinghofer Straße,Altendorf,Gemeindestraße,Stadt und Ort,,235,automatisch
02118,Mellisaue,Delllwig,Gemeindestraße,Hofname,,235,automatisch
02119,Memelstraße,Heisingen,Gemeindestraße,Stadt und Ort,Elsaßstraße,235,automatisch
02186,Memmertweg,Margarethenhöhe,Gemeindestraße,Insel,,236,automatisch
03724,Mendener Straße,Kettwig,Landstraße,Stadt und Ort,,236,automatisch
02121,Menshausenstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter, Siedlung",,236,automatisch
02122,Mentingsbank,Überruhr- Hinsel,Gemeindestraße,Bergbau,,236,automatisch
02123,Mentorstraße,Rellinghausen,Gemeindestraße,Bergbau,,236,automatisch
02124,Menzelstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Graphiker, Malerviertel-Holsterhausen",,236,automatisch
02125,Meppener Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,236,automatisch
01933,Mercatorstraße,Altendorf,Gemeindestraße,"Person, Mann, Deutscher, Geograph, Kartograph",,236,automatisch
02126,Mergelweg,Freisenbruch,Gemeindestraße,Geologie,,236,automatisch
02184,Merkurstraße,Überruhr- Hinsel,Gemeindestraße,Planet,,236,automatisch
02127,Merziger Aue,Leithe,Gemeindestraße,Stadt und Ort,,236,automatisch
01600,Messeallee,Rüttenscheid,Gemeindestraße,Lagebezeichnung,,236,automatisch
02128,Messelstraße,Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Architekt",,236,automatisch
02129,Messings Garten,Frohnhausen,Gemeindestraße,Lagebezeichnung,,236,automatisch
02130,Mettenstraße,Steele,Gemeindestraße,Lagebezeichnung,,236,automatisch
02131,Metzendorfstraße,Margarethenhöhe,Gemeindestraße,"Person, Mann, Deutscher, Architekt",,236,unsicher
02132,Metzer Straße,Südostviertel,Gemeindestraße,"Stadt und Ort, Kriegserinnerung",,237,automatisch
02134,Mevissenstraße,Altenessen- Nord,Gemeindestraße,"Person, Mann, Deutscher, Unternehmer, Politiker",,237,automatisch
02135,Meybuschhof,Katernberg,Gemeindestraße,Hofname,,237,automatisch
00971,Meyer-Schwickerath-Straße,Westviertel,Gemeindestraße,"Person, Mann, Deutscher, Mediziner, Hochschullehrer, Forscher",,237,automatisch
02136,Michaelstraße,Südostviertel,Gemeindestraße,"Kirche und Kloster, Männlicher Vorname",,237,automatisch
02137,Middeldorper Weg,Katernberg,Gemeindestraße,Hofname,,237,automatisch
02198,Mielesheide,Schuir,Gemeindestraße,Kotten,,237,automatisch
02200,Mierendorffweg,Horst,Gemeindestraße,"Person, Mann, Deutscher, Politiker, Sozialwissenschaftler, Schriftsteller",,238,automatisch
02139,Milendonkweg,Bochold,Gemeindestraße,Familienname,,238,automatisch
02140,Milkdelle,Haarzopf,Gemeindestraße,Flurname,,238,automatisch
02190,Minnesängerstraße,Freisenbruch,Gemeindestraße,Minnesänger,,238,automatisch
03726,Mintarder Weg,Kettwig,Gemeindestraße,Stadt und Ort,,238,automatisch
02141,Mintropstraße,Werden; Heidhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Graphiker",,238,automatisch
02142,Mittelstraße,Westviertel,Gemeindestraße,Lagebezeichnung,,238,automatisch
