schl_nr,lemma,stadtteile,strassenklasse,namensgruppe,verweis_auf,buchseite,status
03094,Troststraße,Bochold,Gemeindestraße,Lebensgefühl,,325,automatisch
02533,Tuchmacherplatz,Kettwig,Gemeindestraße,"Industrie und Wirtschaft, Platz",,325,automatisch
03095,Tuchmachersteig,Werden,Gemeindestraße,Industrie und Wirtschaft,,325,automatisch
03081,Tübbingweg,Kray,Gemeindestraße,Industrie und Wirtschaft,,326,automatisch
03096,Tüschener Weg,Heidhausen,Gemeindestraße,Lagebezeichnung,,326,automatisch
03097,Tulpenweg,Rüttenscheid; Bredeney,Gemeindestraße,Botanik,Blumenkamp,326,automatisch
03098,Tunnelstraße,Dellwig,Gemeindestraße,Lagebezeichnung,,326,automatisch
03100,Turmstraße,Stadtkern; Westviertel,Gemeindestraße,Essener Geschichte und Örtlichkeit,,326,automatisch
03101,Turnerweg,Stoppenberg,Gemeindestraße,Siedlung,,327,automatisch
03102,Tuttmannstraße,Stoppenberg,Gemeindestraße,Hofname,,327,automatisch
03103,Twentmannstraße,Altenessen-Süd; Stoppenberg,Gemeindestraße,Behandigungsgut,,327,automatisch
03104,Twingenbergplatz,Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Platz",,328,automatisch
03140,Überruhrstraße,Überruhr- Hinsel; Überruhr-Holthausen; Burgaltendorf,Landstraße; Gemeindestraße,Lagebezeichnung,,328,automatisch
03142,Ückendorfer Straße,Katernberg,Kreisstraße; Gemeindestraße,Bauerschaft,,328,automatisch
01883,Uferpromenade,Altendorf,Gemeindestraße,Lagebezeichnung,,328,automatisch
03143,Uhdestraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Kavallerieoffizierr, Maler, Malerviertel- Holsterhausen",,328,automatisch
03760,nn Uhlandstraße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Dichter, Germanist",,328,unsicher
03145,Uhlenbank,Überruhr- Holthausen,Gemeindestraße,Bergbau,,328,automatisch
03146,Uhlendahlweg,Horst,Gemeindestraße,Flurname,,328,automatisch
03147,Uhlenhautstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Ingenieur, Kruppscher Beamter, Siedlung",,328,automatisch
03148,Uhlenkruggarten,Stadtwald,Gemeindestraße,Lagebezeichnung,,328,automatisch
03149,Uhlenstraße,Heisingen,Gemeindestraße,Kotten,,328,automatisch
03141,Ulmengarten,Stadtwald,Gemeindestraße,Botanik,Ulmenhof,328,automatisch
03164,Ulmenhang,Stadtwald,Gemeindestraße,Botanik,Ulmenhof,328,automatisch
03151,Ulmenhof,Stadtwald,Gemeindestraße,"Botanik, Siedlung",,328,automatisch
03152,Ulmenstraße,Stadtwald,Gemeindestraße,Botanik,,329,automatisch
03153,Umstraße,Werden; Fischlaken,Gemeindestraße,Lagebezeichnung,,329,automatisch
03166,Universitätsstraße,Nordviertel,Gemeindestraße,Essener Geschichte und Örtlichkeit,,329,automatisch
03155,Unsuhrstraße,Altenessen- Süd,Landstraße,Flurname,,329,automatisch
03156,Unterbergstraße,Kray,Gemeindestraße,Hofname,,329,automatisch
03157,Unterdorfstraße,Altendorf,Gemeindestraße,Lagebezeichnung,Oberdorfstraße,329,automatisch
03158,Untere Fuhr,Bergerhausen,Gemeindestraße,Lagebezeichnung,,329,automatisch
03159,Unterer Pustenberg,Werden,Gemeindestraße,Lagebezeichnung,Oberer Pustenberg,329,automatisch
03160,Unterer Schloßhang,Borbeck-Mitte,Gemeindestraße,Lagebezeichnung,,329,automatisch
03761,Unterlehberg,Kettwig,Gemeindestraße,Kotten,,329,automatisch
00701,Unterm Sternenzelt,Rüttenscheid,Gemeindestraße,Lebensgefühl,,330,automatisch
03161,Unterstraße,Frintrop,Hauptstraße,Flurname,,330,automatisch
03163,Uranusstraße,Überruhr- Hinsel,Gemeindestraße,Planet,,330,automatisch
03165,Urbachstraße,Werden,Gemeindestraße,"Person, Mann, Deutscher, Maler",,330,automatisch
03162,Ursulastraße,Rüttenscheid,Gemeindestraße,Weibliche Vornamen,,330,automatisch
03262,Vaestestraße,Burgaltendorf,Gemeindestraße,Hofname,,330,automatisch
03200,Valentinenstraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,330,automatisch
03201,Varnhorststraße,Stadtkern; Ostviertel,Landstraße,"Essener Geschichte und Örtlichkeit, Familienname",,330,automatisch
03259,Veddershang,Huttrop,Gemeindestraße,Kotten,,330,automatisch
03202,Veitstraße,Holsterhausen,Gemeindestraße,"Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen",,330,automatisch
03204,Velberter Straße,Werden; Heidhausen; Fischlaken,Bundesstraße,Stadt und Ort,,330,unsicher
03203,Velberter Sträßchen,Werden,Gemeindestraße,Stadt und Ort,,330,unsicher
03257,Veldeckestraße,Freisenbruch,Gemeindestraße,"Person, Mann, Deutscher, Dichter, Minnesänger",,330,automatisch
03205,Veledastraße,Borbeck-Mitte,Gemeindestraße,Volkstum,,331,automatisch
03206,Velthover Winkel,Bedingrade,Gemeindestraße,Hofname,,331,automatisch
03258,Venusweg,Überruhr-Hinsel,Gemeindestraße,Planet,,331,automatisch
03208,Vereinstraße,Stadtkern,Gemeindestraße,Essener Geschichte und Örtlichkeit,,331,automatisch
03209,Veronikastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,331,automatisch
03210,Verreshöhe,Stadtwald,Gemeindestraße,"Person, Mann, Deutscher, Konstrukteur, Kruppscher Beamter, Siedlung",,331,automatisch
02530,riahain - Ehemalige Zeche Victoria Mathias 1920 Victoriahain,Stoppenberg,Gemeindestraße,Bergbau,,332,unsicher
03229,Viefhaushof,Schonnebeck,Gemeindestraße,Hofname,,332,automatisch
03213,Viehauser Berg,Fischlaken; Werden,Gemeindestraße,Hofname,,332,automatisch
03214,Viehofer Platz,Stadtkern,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Hofname, Platz",,332,automatisch
03215,Viehofer Straße,Stadtkern,Gemeindestraße,Essener Geschichte und Örtlichkeit,Viehofer Platz,332,automatisch
03216,Viereichenhöhe,Rellinghausen,Gemeindestraße,Botanik,,332,automatisch
03217,Vierhandbank,Kray,Gemeindestraße,Bergbau,,332,automatisch
03218,Viermännerhöfe,Katernberg,Gemeindestraße,Hofname,,333,automatisch
03219,Vieselmanns Ried,Dellwig,Gemeindestraße,Hofname,,333,automatisch
03220,Vietingstraße,Freisenbruch,Gemeindestraße,Hofname,,333,automatisch
03221,Viktoriastraße,Katernberg,Gemeindestraße,"Bergbau, Weiblicher Vorname",,333,automatisch
03222,Villenweg,Steele,Gemeindestraße,Volksmund,,333,automatisch
03223,Vinckestraße,Borbeck- Mitte,Gemeindestraße,"Person, Mann, Deutscher, Staatsbeamter",,333,automatisch
03224,Vinzenzstraße,Stoppenberg,Gemeindestraße,"Lagebezeichnung, Männlicher Vorname",,333,automatisch
03225,Virchowstraße,Holsterhausen; Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Mediziner, Archäologe, Politiker",,333,automatisch
03227,Vittinghoffstraße,Stadtwald,Gemeindestraße,Familienname,,334,automatisch
03260,Vöcklinger Hang,Rüttenscheid,Gemeindestraße,Flurname,,334,automatisch
03228,Vöcklinghauser Straße,Rüttenscheid,Gemeindestraße,Hofname,,334,automatisch
03230,Vogelheimer Straße,Vogelheim; Altenessen-Nord; Altenessen-Sügd,Landstraße,Bauerschaft,,334,automatisch
03231,Vogelsangsberg,Kray,Gemeindestraße,Flurname,Brandhoffs Delle,334,automatisch
03232,Vogenbeck,Frohnhausen,Gemeindestraße,Flurname,,334,automatisch
03233,Vogtei,Werden; Fischlaken,Gemeindestraße,Essener Geschichte und Örtlichkeit,,334,automatisch
03762,Volckmarstraße,Kettwig,Gemeindestraße,"Person, Mann, Deutscher, Industrieller",,334,automatisch
03263,Volkeningstraße,Ostviertel,Gemeindestraße,"Person, Mann, Deutscher, Kaufmann, Stadtverordneter",,334,automatisch
03234,Volksgartenweg,Leithe,Gemeindestraße,Lagebezeichnung,,335,automatisch
03235,Vollbergwinkel,Heisingen,Gemeindestraße,Flurname,,335,automatisch
03255,Vollmerskamp,Huttrop,Gemeindestraße,Flurname,,335,automatisch
03236,Vollmerstraße,Huttrop,Gemeindestraße,Hofname,,335,automatisch
03237,Von-Bergmann-Straße,Stoppenberg,Gemeindestraße,"Person, Mann, Deutscher, Mediziner",,335,automatisch
03238,Von-Bodenhausen-Weg,Stadtwald,Gemeindestraße,"Person, Mann, Deutscher, Jurist, Kunsthistoriker, Unternehmer, Manager, Kruppscher Beamter, Siedlung",,335,automatisch
03239,Vondernstraße,Dellwig,Gemeindestraße,Lehngut,,335,automatisch
03240,i & KEN wre Vondernstraße - Haus Vondern Von-der-Tann-Straße,Südostviertel,Gemeindestraße,"Person, Mann, Deutscher, General",,335,unsicher
03256,Von-der-Vogelweide-Straße,Freisenbruch,Gemeindestraße,"Person, Mann, Deutscher, Lyriker, Minnesänger",,336,automatisch
03241,Von-Einem-Straße,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Generaloberst",,336,unsicher
03242,Vonnemanns Wiese,Dellwig,Gemeindestraße,Hofname,,336,automatisch
03243,Von-Oerdingen-Weg,Stadtwald,Gemeindestraße,"Person, Mann, Deutscher, Kruppscher Beamter, Siedlung",,336,automatisch
03264,Von-Ossietzky-Ring,Horst,Gemeindestraße,"Person, Mann, Deutscher, Journalist, Schriftsteller, Widerstandskämpfer",,336,automatisch
03244,Von-Schirp-Straße,Werden,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeister",,336,automatisch
03245,Von-Schmoller-Straße,Südviertel,Gemeindestraße,"Person, Mann, Deutscher, Nationalökonom",,336,automatisch
03246,Von-Seeckt-Straße,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Generaloberst",,336,automatisch
03247,Vorrathstraße,Ostviertel,Gemeindestraße,Hofname,,336,automatisch
03248,Voßbergring,Heisingen,Gemeindestraße,Flurname,,336,automatisch
03249,Voßbusch,Bredeney,Gemeindestraße,Flurname,,336,unsicher
03261,Vosselerweg,Altenessen- Süd,Gemeindestraße,Flurname,,336,automatisch
03250,Voßhegge,Heisingen,Gemeindestraße,"Flurname, Bergbau",,337,automatisch
03251,Voßkühlerstraße,Frohnhausen,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Flurname",,337,automatisch
03252,Voßnacker Weg,Kupferdreh,Gemeindestraße,Bauerschaft,,337,automatisch
03254,Vryburg,Horst,Gemeindestraße,Burg,,337,automatisch
01598,Wacholder Hecken,Bredeney,Gemeindestraße,Flurname,,337,automatisch
03290,Wachtstraße,Borbeck-Mitte,Gemeindestraße,Essener Geschichte und Örtlichkeit,,337,automatisch
03291,Wackenberg,Leithe,Gemeindestraße,Stadt und Ort,,337,automatisch
03292,Wackerbeckstraße,Altenessen-Nord,Gemeindestraße,Kotten,,337,automatisch
03293,Wächtlerstraße,Südostviertel,Gemeindestraße,"Person, Mann, Deutscher, Pfarrer",,337,automatisch
03294,Wagenfuhr,Schonnebeck,Gemeindestraße,Hofname,,337,automatisch
03295,Waisenhausbrink,Steele,Gemeindestraße,Lagebezeichnung,,337,automatisch
03296,Waisenstraße,Altenessen- Süd,Gemeindestraße,Lagebezeichnung,,338,automatisch
03298,Waldeck,Bredeney,Gemeindestraße,Lagebezeichnung,,338,automatisch
03299,Waldemey,Karnap,Gemeindestraße,Flurname,,338,automatisch
03300,Waldfrieden,Bredeney,Gemeindestraße,Lagebezeichnung,,338,automatisch
03301,Wäaldlehne,Margarethenhöhe,Gemeindestraße,Botanik,,338,automatisch
03302,Waldsaum,Stadtwald,Gemeindestraße,Lagebezeichnung,,338,automatisch
03303,Waldthausenstraße,Ostviertel,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Familienname",,338,automatisch
03304,Waldtrautstraße,Bredeney,Gemeindestraße,"Person, Frau, Deutsche, Familie Krupp",Arnoldstraße,338,automatisch
03305,Waldweg,Freisenbruch,Gemeindestraße,Botanik,,338,automatisch
03306,Walkmühlenstraße,Vogelheim,Gemeindestraße,"Industrie und Wirtschaft, Mühle",,338,automatisch
03307,Walkürenweg,Kray,Walkmühle —— 2 | 20. November 1937: Walkürenweg,,,338,unsicher
00525,Wallmannaue,Stoppenberg,Gemeindestraße,Hofname,,339,automatisch
03316,Wallneyer Straße,Schuir,Gemeindestraße,Hofname,,339,automatisch
03308,Wallotstraße,Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Architekt",,339,automatisch
03309,Wallstraße,Bochold; Borbeck-Mitte,Gemeindestraße,Lagebezeichnung,,339,automatisch
03310,Walmanger,Borbeck-Mitte,Gemeindestraße,Botanik,,339,automatisch
03311,Walpurgisstraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,339,automatisch
03444,Walter-Hohmann-Straße,Südviertel,Gemeindestraße,"Person, Mann, Deutscher, Stadtbaurat, Ingenieur",,339,automatisch
03312,Walter-Sachsse-Weg,Bredeney,Gemeindestraße,"Person, Mann, Deutscher, Bürgermeister",,340,automatisch
03313,Wandastraße,Rüttenscheid,Gemeindestraße,Weiblicher Vorname,,340,automatisch
03448,„Wendin“ Wangeroogeweg,Margarethenhöhe,Gemeindestraße,Insel,,340,unsicher
03314,Warndtleite,Leithe,Gemeindestraße,Botanik,,340,automatisch
03315,Warthestraße,Bergerhausen,Gemeindestraße,Gewässer,,340,automatisch
03325,Wasserschnepfe,Heisingen,Gemeindestraße,Bergbau,,340,automatisch
03318,Waterfohrplatz,Frillendorf,Gemeindestraße,"Hofname, Platz",,340,automatisch
03319,Waterfohrstraße,Frillendorf,Gemeindestraße,Hofname,Waterfohrplatz,341,automatisch
03320,Waterloostraße,Nordviertel,Gemeindestraße,Stadt und Ort,,341,automatisch
03321,Wattenbachstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Historiker",,341,automatisch
03322,Wattenscheider Straße,Kray; Leithe,Kreisstraße,Stadt und Ort,,341,automatisch
03323,1975 wurde Wattenscheid nach Bochum eingemeindet Weberplatz,Stadtkern,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Platz",,341,unsicher
03324,Weberstraße,Stadtkern,Gemeindestraße,Essener Geschichte und Örtlichkeit,,341,automatisch
03326,Wechselpfad,Heisingen,Gemeindestraße,Lagebezeichnung,,341,automatisch
03447,Weckenkamp,Katernberg,Gemeindestraße,Flurname,,341,automatisch
03327,Weddigenstraße,Bredeney,Gemeindestraße,"Person, Mann, Deutscher, Kapitänleutnant, U-Boot-Kommandant",,341,automatisch
03328,Weg am Berge,Freisenbruch; Horst,Gemeindestraße,Flurname,,341,automatisch
03331,Weg zur Platte,Bredeney,Gemeindestraße,Flurname,,342,automatisch
03329,Wegenerstraße,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Geophysiker, Polarforscher",,342,automatisch
03330,Wegmannstraße,Horst,Gemeindestraße,"Person, Mann, Deutscher, Lehrer",,342,automatisch
03332,Wehmenkamp,Rüttenscheid,Gemeindestraße,Flurname,,342,automatisch
03333,Wehnertweg,Stadtwald,Gemeindestraße,"Person, Mann, Deutscher, Schlosser, Kruppscher Beamter, Siedlung",,342,unsicher
03334,Wehrstraße,Rellinghausen,Gemeindestraße,Essener Geschichte und Örtlichkeit,,342,automatisch
03335,Weichselstraße,Bergerhausen,Gemeindestraße,Gewässer,,342,automatisch
03336,Weidenbruch,Bredeney,Gemeindestraße,Botanik,,342,automatisch
03337,Weidenstraße,Gerschede,Gemeindestraße,Essener Geschichte und Örtlichkeit,,342,automatisch
03338,Weidepfad,Schonnebeck,Gemeindestraße,Lagebezeichnung,,342,automatisch
03339,Weidkamp,Borbeck- Mitte; Bergeborbeck,Kreisstraße; Gemeindestraße,"Essener Geschichte und Örtlichkeit, Kotten, Gemeinheit",,342,automatisch
03403,Weigelwerkstraße,Altenessen- Süd,Gemeindestraße,Industrie und Wirtschaft,,343,automatisch
03340,Weiglestraße,Südviertel,Gemeindestraße,"Person, Mann, Deutscher, Geistlicher",,343,automatisch
03341,Weinberg,Werden; Fischlaken,Gemeindestraße,Flurname,,343,automatisch
03342,Weißbachstraße,Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Architekt, Hochschullehrer",,343,automatisch
03450,Weißdornweg,Schuir,Gemeindestraße,Botanik,,343,automatisch
03343,Weißenburgstraße,Südostviertel,Gemeindestraße,"Stadt und Ort, Kriegserinnerung",,343,automatisch
03344,Weizenstraße,Bochold,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Botanik",,343,automatisch
03345,Welkerhude,Altenessen- Nord,Gemeindestraße,Kotten,,343,automatisch
03346,Welterstraße,Frohnhausen,Gemeindestraße,"Person, Mann, Deutscher, Pädagoge, Historiker",,343,automatisch
03347,Wendelinstraße,Leithe,Gemeindestraße,"Person, Mann, Ire, Heiliger",,343,automatisch
03348,Wendersbachweg,Bedingrade,Gemeindestraße,Flurname,,343,automatisch
03349,Wendtwiese,Kray,Gemeindestraße,Lagebezeichnung,,343,automatisch
03350,Weneswaldstraße,Rellinghausen,Gemeindestraße,Bergbau,,344,automatisch
03351,Wengestraße,Schonnebeck,Gemeindestraße,"Person, Mann, Deutscher, Geistlicher",,344,automatisch
03352,Werdener Markt,Werden,Bundesstraße,Essener Geschichte und Ortlichkeit,,344,automatisch
03766,Werdener Straße,Kettwig,Landstraße,Lagebezeichnung,,344,automatisch
03353,Werdener Markt PP’ a Werderstraße,Südostviertel,Gemeindestraße,"Person, Mann, Deutscher, Graf, General",,344,unsicher
03460,Werkhausenstraße,Frintrop,Gemeindestraße,Familienname,,344,automatisch
03354,Werneraue,Horst,Gemeindestraße,Familienname,,344,automatisch
03355,Werner-Viebig-Weg,Kray,Gemeindestraße,"Person, Mann, Deutscher, Betriebsdirektor, Siedlung",,344,automatisch
03356,Werrastraße,Bergerhausen,Gemeindestraße,Gewässer,,344,automatisch
03357,Wersbaum,Katernberg,Gemeindestraße,Flurname,,344,automatisch
03358,Wertstraße,Dellwig,Gemeindestraße,Lagebezeichnung,,344,automatisch
03359,Weserstraße,Bergerhausen,Gemeindestraße,Gewässer,,344,automatisch
03360,Wesselbaumweg,Bedingrade,Gemeindestraße,"Person, Mann, Deutscher, Vollziehungsbeamter",,344,automatisch
03361,Wesselswerth,Werden,Gemeindestraße,Flurname,,345,automatisch
03362,Westbergkamp,Schonnebeck,Gemeindestraße,Flurname,Westbergstraße,345,automatisch
03363,Westbergstraße,Schonnebeck,Gemeindestraße,Flurname,,345,automatisch
03364,Westendhof,Westviertel,Gemeindestraße,Essener Geschichte und Örtlichkeit,Westendstraße,345,automatisch
03365,Westendstraße,Westviertel,Gemeindestraße,Essener Geschichte und Ortlichkeit,,345,automatisch
00533,Westerbergweg,Schönebeck,Gemeindestraße,Volkstum,,345,automatisch
03366,Westerdorfplatz,Altenessen- Süd,Gemeindestraße,"Essener Geschichte und Ortlichkeit, Hofname, Platz",,345,automatisch
03367,Westerdorfstraße,Altenessen- Süd,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Hofname",Westerdorfplatz,345,automatisch
03368,Westernfeld,Bredeney,Gemeindestraße,Flurname,,345,automatisch
03369,Westerwaldstraße,Bredeney,Gemeindestraße,Stadt und Ort,,345,unsicher
03370,Westfalenstraße,Bergerhausen; Steele,Landstraße; Gemeindestraße,Stadt und Ort,,345,automatisch
03371,Westpreußenstraße,Heisingen,Gemeindestraße,Stadt und Ort,Elsaßstraße,346,automatisch
03452,Westuferstraße,Bergeborbeck,Gemeindestraße,Lagebezeichnung,Hafenstraße,346,automatisch
03372,Weubelshof,Kupferdreh,Gemeindestraße,Hofname,,346,automatisch
03373,Weuenstraße,Altendorf,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Hofname",,346,automatisch
03374,Weyerstraße,Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Mediziner",,346,automatisch
03375,Wichteltal,Überruhr-Hinsel; Überruhr-Holthausen; Burgaltendorf,Gemeindestraße,Sage,,346,automatisch
03376,Wickenburgstraße,Frohnhausen,Landstraße,"Essener Geschichte und Örtlichkeit, Hofname",,346,automatisch
03377,Wickingstraße,Altenessen- Süd,Gemeindestraße,Industrie und Wirtschaft,,346,automatisch
03378,Wiebeanlage,Huttrop,Gemeindestraße,"Person, Mann, Deutscher, Beigeordneter",,347,automatisch
03379,Wiedbach,Bedingrade; Gerschede,Gemeindestraße,"Stadt und Ort, Gewässer, Siedlung",Bieberweg,347,unsicher
03380,Wiedfeldtstraße,Bredeney; Stadtwald; Rüttenscheid,Gemeindestraße,"Person, Mann, Deutscher, Politiker",,347,automatisch
03381,Wiehagenstraße,Vogelheim,Gemeindestraße,Bergbau,,347,automatisch
03382,Wieksiepen,Huttrop,Gemeindestraße,Flurname,,347,automatisch
03383,Wielandstraße,Borbeck- Mitte,Gemeindestraße,"Person, Mann, Deutscher, Dichter",,347,automatisch
03384,Wienenbuschstraße,Fulerum,Gemeindestraße,Flur-name,,347,automatisch
03386,Wieprechtstraße,Katernberg,Gemeindestraße,"Person, Mann, Deutscher, Schriftsteller, Dichter",,347,automatisch
03387,Wiesbadener Straße,Frohnhausen,Gemeindestraße,Stadt und Ort,,347,automatisch
03448,Wieselweg,Altenessen- Süd; Vogelheim,Gemeindestraße,"Person, Mann, Deutscher, Jäger",,347,unsicher
03388,WiesenbergstraßBe,Frohnhausen,Gemeindestraße,"Essener Geschichte und Örtlichkeit, Flurname",,348,automatisch
03389,Wiesengrund,Dellwig,Gemeindestraße,Lagebezeichnung,,348,automatisch
